aug 9/10:33:12.246 DEBUG2 : 		

StartSession()

aug 9/10:33:12.246 INFO   : Debug Log(info): Loading the I-jet driver

aug 9/10:34:36.599 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:36.599 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:36.600 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.600 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.600 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.600 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.600 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:36.600 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:36.600 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.601 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.601 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.601 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.601 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:36.601 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:36.601 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.601 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.601 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.601 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.602 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.602 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.603 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.603 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.603 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:36.603 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:36.603 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.603 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.604 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.604 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.604 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.604 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.604 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.604 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.605 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.605 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.605 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.605 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.605 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:36.605 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:36.605 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:36.605 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:36.606 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:36.606 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:36.607 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:37.022 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:37.022 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:37.022 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:37.022 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:37.022 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.022 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.023 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.023 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.023 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:37.024 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.024 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.024 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.024 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.024 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.024 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.025 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.025 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.025 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.025 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.025 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.025 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.026 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x2ba11477.

aug 9/10:34:37.026 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x2ba11477.

aug 9/10:34:37.026 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.026 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.026 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.026 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.026 INFO   : Debug Log(info): JTAG test failed - an incorrect DP IDCODE. Parity is correct.

aug 9/10:34:37.026 INFO   : JTAG test failed - an incorrect DP IDCODE. Parity is correct.

aug 9/10:34:37.026 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.026 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.027 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.027 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.027 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.027 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.027 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.027 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.028 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:37.028 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:37.028 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.028 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.028 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.028 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.028 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.028 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.028 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.028 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.038 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.038 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.039 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.039 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.039 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.039 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.040 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.040 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.041 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:37.459 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:37.459 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:37.459 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:37.459 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:37.459 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.459 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.460 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.460 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.460 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:37.461 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.461 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.462 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.462 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.463 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.464 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.464 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.464 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.464 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.465 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.474 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.474 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.475 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.475 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.476 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.476 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.476 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.476 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.477 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.477 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.479 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.479 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.479 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.479 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.489 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.489 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.490 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.490 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.491 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.491 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.492 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.492 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.494 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.494 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.494 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.494 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.498 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:37.910 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:37.910 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:37.911 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:37.911 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:37.911 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.911 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.911 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x2be01477.

aug 9/10:34:37.911 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x2be01477.

aug 9/10:34:37.913 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.913 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.913 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.913 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.913 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:37.914 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.914 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.914 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.914 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.915 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.915 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.915 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.915 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.915 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.915 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.926 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.926 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.927 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:37.927 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:37.928 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.928 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.928 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.928 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.928 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.928 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.929 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.929 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.929 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.929 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.929 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.929 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.929 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.929 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.942 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.942 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.942 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.942 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.943 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.943 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.944 INFO   : Debug Log(info): Connected DAP v3 on SWD. Detected DP ID=0x2ba03477.

aug 9/10:34:37.944 INFO   : Connected DAP v3 on SWD. Detected DP ID=0x2ba03477.

aug 9/10:34:37.945 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.945 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.945 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.945 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.945 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:37.945 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:37.945 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.945 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.946 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.946 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.946 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:37.946 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:37.947 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.947 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:37.947 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.947 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.947 INFO   : Debug Log(info): JTAG test failed - an incorrect DP IDCODE. Parity is correct.

aug 9/10:34:37.947 INFO   : JTAG test failed - an incorrect DP IDCODE. Parity is correct.

aug 9/10:34:37.947 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.947 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.947 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.947 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.957 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.957 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.957 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.957 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.957 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.957 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:37.958 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.958 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.958 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.958 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.958 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.959 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.959 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.959 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.959 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.959 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.972 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.972 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.973 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.973 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.974 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.974 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.974 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.974 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.975 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.975 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.975 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.975 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.975 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.975 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:37.988 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.988 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.989 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.989 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.989 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.989 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.990 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:37.990 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:37.990 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:37.990 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:37.991 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x6ba01477.

aug 9/10:34:37.991 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x6ba01477.

aug 9/10:34:37.992 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042008 0x00')
aug 9/10:34:37.992 INFO   : Debug Log(info): CMD_INTERPRETER: failed
aug 9/10:34:37.993 INFO   : Debug Log(error): C:\Program Files\IAR Systems\Embedded Workbench 9.1\arm/config/debugger/ST/STM32F4xx.dmac(53,34): Error: Operation error. 
aug 9/10:34:37.993 DEBUG2 : 		<Call to _ExecDeviceCoreConnect failed
aug 9/10:34:37.993 INFO   : Debug Log(warning): Error while calling macro execUserCoreConnect
aug 9/10:34:37.993 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:37.993 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:37.993 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:37.993 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.004 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.004 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.005 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.005 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.005 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.005 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.006 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.006 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.007 INFO   : Debug Log(info): Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:38.007 INFO   : Connected DAP v1 on SWD. Detected DP ID=0x2ba01477.

aug 9/10:34:38.008 INFO   : Debug Log(info): CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:38.008 INFO   : CoreSight error: Cannot read DP STAT register. No DAP access. Debugging is not possible.

aug 9/10:34:38.008 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.008 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.008 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.008 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.009 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.009 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.009 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.009 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.019 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.019 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.020 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.020 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.021 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.021 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.021 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
